brand,model,year,fuel,transmission,km_driven,owner_count,engine_cc,price
Bugatti,Chiron,2009,Diesel,Automatic,37236,1,1500,1024274.14
BMW,5 Series,2010,Electric,Manual,13000,0,2000,24777.44
Tesla,Model S,2018,Petrol,Automatic,57427,1,1000,50153.5
Audi,A4,2011,Electric,Manual,25042,0,2000,22100.89
Tesla,Model X,2010,Hybrid,Automatic,19565,1,3000,32582.46
Tesla,Model S,2011,Petrol,Automatic,5419,1,1000,37635.27
Audi,A4,2013,Diesel,Manual,22667,2,1500,17282.89
Tesla,Model 3,2011,Diesel,Manual,19526,3,4000,34812.14
Porsche,911,2021,Diesel,Manual,5775,0,1000,76418.12
Mercedes,C Class,2011,Petrol,Manual,32540,1,1500,22421.48
Bugatti,Chiron,2016,Petrol,Automatic,29086,2,1000,1852143.85
Audi,A4,2005,Electric,Automatic,54183,3,1500,12503.2
Porsche,911,2006,Diesel,Automatic,9387,1,4000,29632.84
Bugatti,Chiron,2014,Hybrid,Manual,15048,3,2000,1504713.73
Bugatti,Chiron,2019,Hybrid,Automatic,44601,1,4000,2053477.23
Tesla,Model Y,2017,Diesel,Manual,23829,3,1500,45992.02
Audi,A4,2018,Hybrid,Manual,56780,0,4000,26774.67
Bugatti,Chiron,2009,Diesel,Manual,13043,3,1500,1311555.79
Audi,A6,2014,Diesel,Automatic,67923,2,3000,19821.43
BMW,5 Series,2020,Hybrid,Automatic,17697,2,3000,39659.61
Porsche,Panamera,2019,Electric,Manual,1413,1,2000,79109.88
Audi,Q7,2008,Diesel,Automatic,39472,1,4000,14888.94
Bugatti,Chiron,2013,Diesel,Automatic,48886,1,2000,1516235.21
Porsche,Panamera,2015,Petrol,Manual,88937,1,3000,56932.36
Mercedes,C Class,2022,Hybrid,Automatic,2155,3,1500,34712.26
BMW,X5,2008,Petrol,Automatic,80953,2,2000,13810.04
Bugatti,Chiron,2011,Petrol,Manual,1550,2,2000,1325672.78
Mercedes,GLE,2016,Petrol,Automatic,5553,2,4000,30271.06
Porsche,Panamera,2008,Electric,Automatic,41026,3,2000,27510.14
Audi,Q7,2013,Electric,Manual,37465,0,2000,21022.6
Tesla,Model X,2006,Hybrid,Manual,19184,3,1500,20196.77
Audi,A6,2007,Diesel,Automatic,26091,0,3000,18534.52
BMW,3 Series,2012,Electric,Manual,37337,3,2000,20473.06
Mercedes,E Class,2016,Hybrid,Manual,83858,3,1000,28192.92
BMW,X5,2020,Petrol,Automatic,23441,2,1500,33711.92
Mercedes,C Class,2020,Electric,Automatic,42707,0,3000,40286.98
Audi,A6,2014,Diesel,Manual,26116,3,1000,17066.87
Mercedes,GLE,2006,Petrol,Automatic,115402,3,1500,12060.34
Tesla,Model Y,2014,Petrol,Manual,35188,2,1500,36500.2
Bugatti,Chiron,2018,Hybrid,Manual,24064,3,3000,1722238.45
BMW,5 Series,2018,Electric,Manual,41496,2,3000,30867.34
Tesla,Model 3,2019,Hybrid,Automatic,55865,0,3000,56347.42
Audi,A4,2012,Hybrid,Automatic,23748,0,1000,21754.97
Porsche,Panamera,2011,Hybrid,Automatic,6870,2,4000,35259.63
Tesla,Model Y,2012,Hybrid,Automatic,1000,3,1000,40120.3
Tesla,Model Y,2022,Petrol,Automatic,26351,1,2000,58189.34
Audi,A6,2021,Petrol,Manual,44499,3,2000,32628.43
Porsche,Panamera,2013,Electric,Manual,1000,1,3000,48659.58
Porsche,911,2007,Hybrid,Manual,9318,3,1500,38128.94
Porsche,911,2011,Petrol,Automatic,12580,3,4000,33549.25
Porsche,Cayenne,2009,Diesel,Manual,42815,0,3000,36938.56
Bugatti,Chiron,2007,Petrol,Automatic,15412,1,4000,1324168.49
Tesla,Model X,2007,Diesel,Automatic,14285,3,3000,24885.57
BMW,5 Series,2015,Electric,Manual,16669,2,1000,26298.85
Audi,A6,2017,Diesel,Manual,23139,1,1000,26331.35
Tesla,Model 3,2006,Diesel,Automatic,40146,3,4000,21728.4
BMW,X5,2017,Electric,Manual,40292,3,1000,25610.36
Mercedes,E Class,2018,Diesel,Automatic,1000,3,3000,33515.37
Audi,A6,2018,Diesel,Automatic,24958,3,2000,26295.58
Bugatti,Chiron,2013,Petrol,Automatic,89164,2,1500,1400786.99
Audi,A6,2017,Electric,Manual,12459,1,3000,24668.12
BMW,3 Series,2008,Electric,Manual,26164,2,2000,17263.3
BMW,5 Series,2013,Electric,Manual,14373,1,1000,23717.26
Mercedes,C Class,2018,Electric,Manual,23032,0,1000,34995.03
BMW,3 Series,2015,Diesel,Automatic,67396,0,2000,30618.31
Porsche,Panamera,2021,Petrol,Manual,11829,2,4000,76375.44
Bugatti,Chiron,2017,Electric,Automatic,1406,1,3000,1774734.27
Audi,A6,2008,Diesel,Automatic,17797,0,3000,19552.26
BMW,3 Series,2008,Electric,Automatic,79987,0,1000,18294.85
Bugatti,Chiron,2013,Electric,Manual,7814,3,2000,1437732.79
Audi,A4,2007,Electric,Manual,30266,3,1000,11473.1
BMW,5 Series,2020,Diesel,Manual,5584,0,1000,37111.25
Porsche,Panamera,2018,Hybrid,Manual,46543,3,3000,65077.25
Tesla,Model Y,2019,Hybrid,Manual,59643,3,1500,53422.37
Porsche,Cayenne,2021,Diesel,Automatic,7466,3,3000,82943.8
Mercedes,C Class,2015,Diesel,Automatic,16896,0,4000,26922.58
Mercedes,C Class,2015,Diesel,Automatic,204922,3,4000,21758.08
BMW,3 Series,2020,Petrol,Manual,53489,1,2000,40230.16
Bugatti,Chiron,2005,Electric,Manual,7922,3,4000,1019199.28
Tesla,Model X,2013,Hybrid,Automatic,1282,0,1500,40573.05
Audi,A6,2016,Hybrid,Automatic,130017,0,3000,24721.79
Mercedes,E Class,2009,Electric,Automatic,17463,3,2000,16207.86
Tesla,Model 3,2010,Petrol,Manual,6622,0,4000,38715.18
BMW,5 Series,2015,Hybrid,Automatic,9461,3,3000,22484.53
Tesla,Model X,2005,Diesel,Automatic,23703,0,4000,29096.81
Porsche,911,2007,Hybrid,Automatic,50539,3,4000,35588.76
Mercedes,E Class,2015,Petrol,Manual,19487,0,4000,28390.44
BMW,5 Series,2016,Petrol,Automatic,62634,2,3000,27403.44
Porsche,Cayenne,2012,Hybrid,Automatic,14713,3,1000,33908.33
Mercedes,C Class,2008,Hybrid,Automatic,13535,1,4000,19200.92
Audi,Q7,2015,Diesel,Automatic,5831,3,1000,21813.59
Mercedes,E Class,2005,Diesel,Automatic,3804,2,1500,15991.29
Porsche,Panamera,2019,Electric,Automatic,77369,3,1000,62778.35
Audi,Q7,2022,Diesel,Manual,47446,1,3000,33328.66
Porsche,Panamera,2011,Electric,Automatic,80045,2,1000,46495.8
Tesla,Model S,2011,Petrol,Manual,36613,1,2000,40251.71
Mercedes,GLE,2008,Petrol,Automatic,57373,0,1500,18222.85
Mercedes,C Class,2019,Diesel,Automatic,1024,1,1000,35488.59
BMW,X5,2016,Electric,Manual,4051,1,4000,28519.54
Bugatti,Chiron,2018,Hybrid,Manual,34808,2,4000,1736446.47
Porsche,911,2021,Diesel,Automatic,9749,3,2000,82073.1
Bugatti,Chiron,2006,Electric,Automatic,10648,1,3000,1117486.62
BMW,5 Series,2013,Electric,Manual,1000,3,1500,21577.13
Bugatti,Chiron,2006,Hybrid,Manual,5208,3,3000,942549.87
Bugatti,Chiron,2009,Petrol,Automatic,16728,1,2000,1434966.58
BMW,3 Series,2018,Diesel,Manual,45878,3,4000,25281.49
Tesla,Model S,2022,Hybrid,Automatic,4426,2,1000,62342.09
Mercedes,C Class,2012,Diesel,Automatic,21925,2,1000,22884.56
Mercedes,E Class,2013,Hybrid,Manual,22542,2,4000,25080.4
Audi,Q7,2022,Electric,Automatic,25971,0,1000,36870.73
Audi,A4,2018,Petrol,Automatic,1699,2,2000,27327.44
Tesla,Model X,2013,Diesel,Automatic,55511,1,1000,41610.22
Mercedes,GLE,2016,Petrol,Automatic,15020,0,1000,32625.25
Tesla,Model S,2017,Diesel,Manual,10707,1,1000,49975.12
Bugatti,Chiron,2017,Hybrid,Automatic,90782,0,2000,1816220.89
Porsche,Cayenne,2011,Hybrid,Manual,4416,0,1500,44260.26
Porsche,911,2015,Electric,Automatic,5759,3,2000,52131.08
Bugatti,Chiron,2006,Petrol,Automatic,9869,0,1000,1079562.48
Mercedes,GLE,2018,Hybrid,Manual,36613,0,1000,32615.69
BMW,5 Series,2016,Petrol,Manual,7507,2,1000,28640.81
Mercedes,E Class,2019,Electric,Manual,49870,2,1500,31855.59
BMW,5 Series,2014,Petrol,Manual,3580,0,3000,25595.84
BMW,5 Series,2016,Electric,Manual,20435,1,1000,28558.49
Porsche,911,2016,Electric,Automatic,27435,2,2000,67660.84
Tesla,Model X,2022,Petrol,Automatic,52833,2,3000,65601.89
Porsche,Cayenne,2018,Hybrid,Manual,25128,2,2000,69427.01
Audi,A4,2013,Diesel,Automatic,7560,3,4000,18787.61
Porsche,Cayenne,2008,Diesel,Automatic,54135,0,2000,39599.72
Bugatti,Chiron,2022,Diesel,Automatic,82908,2,1000,2265122.01
Porsche,Cayenne,2006,Petrol,Manual,4278,2,1500,28926.57
Mercedes,GLE,2020,Electric,Automatic,1176,2,4000,32711.16
Bugatti,Chiron,2012,Electric,Automatic,35835,2,2000,1368464.45
Audi,A6,2005,Electric,Automatic,38673,2,1000,13776.13
Audi,A6,2017,Hybrid,Manual,14122,2,1000,27086.55
Mercedes,C Class,2022,Hybrid,Manual,29427,0,3000,45395.54
BMW,X5,2016,Petrol,Manual,12181,3,3000,27505.87
Bugatti,Chiron,2014,Diesel,Automatic,22556,3,4000,1569091.29
Mercedes,E Class,2014,Electric,Automatic,3720,2,2000,29818.97
Tesla,Model S,2018,Electric,Manual,13451,0,2000,49046.86
BMW,5 Series,2018,Hybrid,Automatic,35646,2,4000,30807.74
Audi,A4,2009,Diesel,Manual,12336,3,3000,12122.49
Tesla,Model 3,2011,Hybrid,Manual,39770,2,4000,37444.4
Audi,A6,2007,Petrol,Automatic,4550,3,2000,13681.65
Mercedes,E Class,2007,Electric,Manual,24390,1,2000,18542.08
Mercedes,E Class,2005,Diesel,Manual,28188,3,1500,7561.6
Tesla,Model S,2020,Petrol,Manual,56657,0,4000,67552.66
Bugatti,Chiron,2009,Hybrid,Manual,60370,3,4000,1379797.61
Mercedes,E Class,2006,Petrol,Manual,52443,0,1000,18621.81
BMW,3 Series,2020,Hybrid,Automatic,34983,2,3000,33802.02
Porsche,911,2007,Petrol,Manual,5123,3,1500,37720.55
Tesla,Model 3,2010,Petrol,Automatic,59664,2,3000,33025.89
Mercedes,GLE,2010,Diesel,Manual,41810,2,3000,16623.12
Mercedes,GLE,2006,Electric,Manual,1000,3,1500,11502.0
Tesla,Model X,2013,Diesel,Manual,27268,0,1500,45051.76
Bugatti,Chiron,2007,Electric,Manual,5975,2,4000,1103887.23
Bugatti,Chiron,2005,Diesel,Automatic,18652,2,4000,867292.67
Bugatti,Chiron,2006,Electric,Automatic,206988,0,1000,1094617.8
Bugatti,Chiron,2017,Petrol,Manual,66527,3,2000,1679326.62
Tesla,Model S,2013,Hybrid,Automatic,9701,0,2000,44192.81
Bugatti,Chiron,2019,Electric,Manual,83230,1,2000,2160645.69
Porsche,911,2016,Electric,Manual,38965,2,2000,59233.55
Audi,Q7,2015,Hybrid,Manual,4948,2,3000,25211.43
BMW,5 Series,2011,Hybrid,Automatic,7959,0,1500,19604.92
Bugatti,Chiron,2016,Diesel,Manual,8051,2,1500,1599729.8
Audi,A4,2019,Electric,Automatic,13207,1,1000,27646.6
Mercedes,E Class,2008,Petrol,Automatic,131406,3,3000,13264.98
Tesla,Model S,2010,Electric,Automatic,15809,2,1500,31881.61
Mercedes,C Class,2007,Electric,Manual,9691,1,4000,17428.84
Mercedes,E Class,2007,Hybrid,Manual,4109,1,4000,18015.08
Mercedes,C Class,2014,Petrol,Manual,4630,1,1000,23441.91
Audi,A6,2014,Petrol,Automatic,7970,3,1000,20739.91
Tesla,Model S,2007,Electric,Manual,13472,2,2000,26139.73
Bugatti,Chiron,2021,Electric,Automatic,4711,1,1000,2019713.93
BMW,5 Series,2010,Diesel,Manual,21177,0,1000,24774.71
BMW,X5,2015,Electric,Manual,42684,1,1000,25248.73
Mercedes,GLE,2013,Petrol,Automatic,3361,0,3000,27258.23
Porsche,911,2020,Hybrid,Manual,13984,0,1500,81924.56
Porsche,Cayenne,2016,Petrol,Manual,126649,0,3000,56012.12
Mercedes,GLE,2015,Petrol,Automatic,56139,3,3000,24257.53
Tesla,Model S,2014,Hybrid,Manual,35162,3,2000,37903.41
Tesla,Model X,2005,Hybrid,Manual,36522,1,1500,24324.39
BMW,5 Series,2020,Hybrid,Automatic,14160,3,1500,34575.85
BMW,X5,2020,Electric,Automatic,91808,2,1000,34141.97
BMW,3 Series,2018,Diesel,Automatic,55636,3,3000,28275.16
Audi,A4,2019,Diesel,Manual,21452,1,3000,28188.66
BMW,3 Series,2015,Electric,Manual,12485,0,1500,25519.18
Porsche,911,2007,Hybrid,Automatic,5584,0,4000,40933.15
Bugatti,Chiron,2010,Petrol,Automatic,105804,3,3000,1374326.58
Porsche,Panamera,2010,Hybrid,Automatic,18833,3,4000,38277.1
Bugatti,Chiron,2012,Diesel,Automatic,13182,2,1000,1407740.38
Audi,A4,2009,Petrol,Manual,42569,3,4000,12975.16
Porsche,Panamera,2014,Electric,Manual,10615,0,2000,56320.88
Audi,A4,2010,Diesel,Automatic,56905,3,2000,13108.18
Mercedes,C Class,2016,Petrol,Automatic,12479,2,3000,27410.95
Bugatti,Chiron,2020,Petrol,Automatic,1000,1,2000,2231036.4
Bugatti,Chiron,2009,Petrol,Automatic,1000,0,1000,948862.31
Porsche,Panamera,2008,Hybrid,Manual,106452,1,1500,34566.98
BMW,5 Series,2009,Diesel,Automatic,7033,3,3000,14677.45
Porsche,911,2008,Hybrid,Automatic,26840,0,1500,39817.57
Porsche,911,2016,Electric,Manual,51666,3,4000,67860.18
BMW,X5,2013,Diesel,Manual,61614,2,3000,22963.11
Porsche,Panamera,2005,Diesel,Manual,63245,0,1000,27644.03
Tesla,Model S,2018,Diesel,Automatic,42550,3,1500,43529.83
BMW,3 Series,2011,Electric,Automatic,44371,1,2000,22075.57
BMW,X5,2020,Electric,Manual,21939,3,2000,35785.73
Audi,Q7,2012,Hybrid,Manual,47343,1,3000,18183.58
Bugatti,Chiron,2021,Petrol,Manual,16205,1,1500,2052684.19
Porsche,911,2022,Petrol,Manual,10326,0,2000,92899.16
Mercedes,GLE,2015,Diesel,Automatic,22366,3,3000,25201.48
Porsche,Cayenne,2012,Diesel,Automatic,35197,3,3000,44121.39
Bugatti,Chiron,2021,Hybrid,Automatic,2926,1,1000,2509250.48
BMW,X5,2017,Hybrid,Manual,72075,2,1500,28391.0
BMW,3 Series,2009,Petrol,Automatic,30511,2,2000,20663.14
Bugatti,Chiron,2008,Diesel,Automatic,59096,0,1500,962419.93
Tesla,Model 3,2016,Hybrid,Automatic,17494,3,2000,42121.65
Porsche,Cayenne,2006,Hybrid,Automatic,2333,2,3000,33637.13
Bugatti,Chiron,2022,Hybrid,Automatic,12957,0,2000,2463887.1
Audi,A4,2006,Petrol,Manual,55103,0,2000,18992.57
BMW,3 Series,2022,Hybrid,Manual,13554,1,3000,41255.86
Audi,Q7,2018,Diesel,Manual,46270,0,1500,33664.91
Porsche,911,2019,Petrol,Manual,21619,3,1500,65103.83
Bugatti,Chiron,2010,Petrol,Automatic,21387,3,2000,1174818.24
BMW,5 Series,2013,Petrol,Manual,10559,2,2000,21017.33
BMW,X5,2009,Electric,Manual,12444,0,1000,21963.55
Porsche,Panamera,2014,Diesel,Automatic,16934,1,4000,55891.89
BMW,X5,2018,Petrol,Manual,3106,0,1000,36413.47
Porsche,Panamera,2009,Hybrid,Manual,20445,2,3000,42804.32
Bugatti,Chiron,2010,Diesel,Manual,4323,2,4000,1077470.16
BMW,X5,2020,Petrol,Manual,9682,2,1000,37205.99
Bugatti,Chiron,2021,Hybrid,Manual,3210,1,2000,2612267.1
Porsche,Panamera,2021,Petrol,Manual,7091,1,4000,75781.03
Mercedes,GLE,2022,Hybrid,Automatic,229916,1,3000,39851.32
Mercedes,E Class,2022,Electric,Manual,8257,3,4000,36989.97
Porsche,911,2007,Petrol,Manual,13217,0,1000,30560.22
Porsche,911,2019,Hybrid,Automatic,12148,0,1000,80906.43
BMW,3 Series,2017,Diesel,Manual,14236,2,3000,28547.69
Audi,A6,2006,Hybrid,Automatic,13435,1,3000,12698.31
Tesla,Model X,2018,Electric,Manual,4857,1,3000,53189.46
Mercedes,E Class,2022,Hybrid,Manual,47264,2,2000,35565.52
BMW,3 Series,2011,Diesel,Manual,23990,1,4000,23880.54
Audi,A4,2006,Electric,Manual,62987,2,1500,11164.53
Bugatti,Chiron,2018,Electric,Manual,103576,0,2000,1852848.28
Bugatti,Chiron,2011,Diesel,Manual,41801,2,2000,1439221.26
Bugatti,Chiron,2019,Hybrid,Automatic,8167,0,1000,2001945.89
Audi,A6,2009,Hybrid,Automatic,76302,0,2000,18129.38
BMW,3 Series,2013,Hybrid,Automatic,82530,2,1500,19649.82
Audi,A4,2011,Hybrid,Automatic,30493,3,2000,14215.9
Bugatti,Chiron,2005,Hybrid,Automatic,30166,2,1500,906077.1
Bugatti,Chiron,2013,Diesel,Manual,12809,1,2000,1508836.12
BMW,5 Series,2015,Hybrid,Manual,131333,0,2000,22645.72
Audi,Q7,2016,Hybrid,Manual,5549,0,4000,29824.03
Porsche,Panamera,2019,Hybrid,Manual,53781,0,3000,67827.01
Bugatti,Chiron,2017,Petrol,Automatic,30571,3,1000,1777058.41
Audi,Q7,2022,Electric,Automatic,166529,2,2000,29951.82
Porsche,Cayenne,2013,Electric,Automatic,18225,1,1000,55459.39
Audi,Q7,2012,Electric,Automatic,38200,2,3000,16130.33
BMW,3 Series,2012,Electric,Manual,63029,2,1000,21967.34
Bugatti,Chiron,2022,Electric,Automatic,54253,2,1000,2354094.24
Audi,A4,2006,Diesel,Automatic,42798,2,3000,13672.04
Tesla,Model X,2005,Diesel,Manual,19713,3,4000,20687.89
Bugatti,Chiron,2022,Electric,Manual,7596,2,4000,2257024.18
Tesla,Model Y,2010,Petrol,Manual,12786,1,1000,34456.7
Tesla,Model S,2006,Diesel,Manual,8451,3,4000,27614.23
Bugatti,Chiron,2009,Hybrid,Manual,44290,1,4000,1212624.48
Porsche,Cayenne,2017,Diesel,Manual,4624,1,3000,64188.91
Mercedes,C Class,2006,Electric,Automatic,25537,1,3000,14351.64
Porsche,Cayenne,2019,Hybrid,Automatic,4811,2,4000,71769.1
BMW,X5,2017,Petrol,Manual,92207,0,2000,30226.21
Bugatti,Chiron,2006,Electric,Manual,10156,1,1500,1088641.47
Bugatti,Chiron,2012,Petrol,Manual,22422,2,4000,1363677.2
Bugatti,Chiron,2010,Electric,Automatic,2836,0,1000,1316365.77
Porsche,Panamera,2014,Diesel,Manual,1000,3,1000,49176.88
BMW,3 Series,2022,Diesel,Automatic,49198,0,1500,43967.02
Audi,A4,2018,Hybrid,Automatic,124718,2,1000,22001.64
Mercedes,C Class,2022,Electric,Manual,3832,2,4000,40334.91
Bugatti,Chiron,2017,Petrol,Manual,6084,1,1000,1816369.51
Audi,A4,2017,Hybrid,Automatic,22347,3,2000,21856.98
Porsche,911,2011,Diesel,Manual,35174,1,3000,47742.38
Audi,A4,2011,Petrol,Manual,19286,2,1500,14632.39
Audi,Q7,2017,Diesel,Manual,7056,1,1500,25559.47
Audi,A4,2005,Hybrid,Automatic,30124,0,1000,16943.53
Audi,Q7,2009,Electric,Automatic,16528,0,1000,17333.85
BMW,3 Series,2017,Diesel,Automatic,17312,2,3000,29709.85
Bugatti,Chiron,2014,Electric,Manual,35364,1,1000,1481951.18
Audi,A6,2010,Petrol,Manual,2414,2,1000,19142.72
Porsche,Cayenne,2006,Petrol,Manual,11531,1,4000,24797.67
Bugatti,Chiron,2021,Electric,Automatic,4543,0,2000,2248040.84
BMW,3 Series,2005,Petrol,Automatic,6774,1,2000,16376.37
Mercedes,GLE,2005,Diesel,Manual,72746,0,1500,18144.67
Bugatti,Chiron,2007,Petrol,Automatic,12231,1,1500,1078609.66
Porsche,911,2008,Diesel,Automatic,17818,2,2000,36801.26
BMW,X5,2017,Hybrid,Manual,6572,0,1500,35068.26
Audi,A6,2007,Petrol,Automatic,1000,3,3000,11153.91
Porsche,911,2014,Petrol,Manual,42771,1,2000,47030.3
Porsche,911,2012,Hybrid,Manual,3702,2,1000,33855.86
Bugatti,Chiron,2006,Electric,Manual,18109,3,1500,716301.57
Tesla,Model 3,2016,Diesel,Automatic,6111,3,1500,41272.78
Mercedes,C Class,2016,Electric,Automatic,4069,3,4000,29000.83
Audi,Q7,2015,Hybrid,Automatic,27624,1,3000,27219.08
Porsche,Panamera,2016,Petrol,Automatic,51799,1,4000,66439.62
BMW,5 Series,2009,Hybrid,Manual,11831,0,1500,23460.0
Porsche,911,2019,Diesel,Automatic,3763,0,2000,77515.72
Bugatti,Chiron,2007,Hybrid,Automatic,10769,3,3000,1030528.73
BMW,5 Series,2008,Petrol,Automatic,39732,0,1000,18479.96
Audi,Q7,2015,Hybrid,Manual,76739,1,4000,21853.68
Bugatti,Chiron,2015,Diesel,Automatic,15981,3,4000,1589521.83
BMW,X5,2017,Electric,Manual,33443,2,2000,29521.28
Audi,A4,2009,Electric,Automatic,35787,3,3000,10488.55
Porsche,Cayenne,2006,Hybrid,Automatic,69163,1,4000,37742.98
Tesla,Model Y,2005,Petrol,Manual,38602,1,4000,33173.35
Tesla,Model S,2022,Petrol,Manual,21274,2,1000,63017.45
Tesla,Model S,2013,Hybrid,Manual,31009,3,2000,36371.25
Audi,Q7,2009,Electric,Manual,99980,0,1500,19619.74
Porsche,Panamera,2013,Diesel,Automatic,6648,0,1000,62460.93
BMW,5 Series,2006,Diesel,Automatic,36979,1,2000,13929.86
Tesla,Model Y,2011,Electric,Manual,107570,3,1500,27401.05
Mercedes,E Class,2020,Hybrid,Manual,20896,0,3000,37641.43
Bugatti,Chiron,2005,Electric,Manual,20283,3,3000,1066406.67
Tesla,Model S,2014,Petrol,Manual,1095,2,1000,35984.81
Audi,Q7,2019,Diesel,Automatic,14942,1,1000,29872.97
Mercedes,C Class,2022,Hybrid,Automatic,3376,0,2000,38556.39
Tesla,Model Y,2008,Petrol,Automatic,13202,3,3000,29470.94
Bugatti,Chiron,2015,Diesel,Automatic,20785,0,1500,1663175.91
Bugatti,Chiron,2007,Petrol,Automatic,37964,2,2000,1148560.19
Tesla,Model S,2021,Petrol,Automatic,42480,0,2000,61287.49
Porsche,Cayenne,2013,Hybrid,Manual,35649,0,1000,54259.06
Porsche,Panamera,2011,Petrol,Manual,23677,0,3000,41382.33
BMW,X5,2007,Hybrid,Automatic,31254,2,1500,13670.05
Bugatti,Chiron,2019,Diesel,Automatic,1000,3,1500,2042831.17
Mercedes,C Class,2013,Hybrid,Automatic,5280,3,1500,19584.23
Mercedes,E Class,2018,Petrol,Manual,50349,3,1500,30116.42
Bugatti,Chiron,2019,Electric,Automatic,1000,1,1500,2231615.1
Bugatti,Chiron,2019,Electric,Automatic,14728,3,1500,2135139.49
Porsche,Cayenne,2006,Hybrid,Manual,9197,3,2000,25677.08
Audi,A6,2019,Diesel,Manual,173658,1,4000,28872.24
Mercedes,C Class,2006,Hybrid,Automatic,17083,1,3000,19728.34
Mercedes,E Class,2011,Electric,Manual,15947,1,1500,26183.46
Bugatti,Chiron,2011,Electric,Automatic,106974,2,4000,1460636.99
Bugatti,Chiron,2009,Diesel,Manual,70054,1,4000,1047611.33
Tesla,Model X,2018,Electric,Manual,28156,0,2000,55898.26
BMW,X5,2005,Petrol,Manual,6030,0,4000,20733.17
Tesla,Model 3,2019,Diesel,Manual,100586,1,3000,53580.88
Tesla,Model Y,2020,Electric,Manual,21348,1,2000,59163.6
Audi,Q7,2011,Petrol,Automatic,35696,1,2000,17767.82
Tesla,Model S,2019,Hybrid,Manual,13440,2,1500,54805.97
BMW,3 Series,2020,Hybrid,Automatic,9789,2,4000,31410.66
Tesla,Model 3,2021,Hybrid,Automatic,1000,0,2000,65062.83
Tesla,Model S,2007,Diesel,Automatic,54097,0,3000,33605.11
Audi,Q7,2017,Petrol,Automatic,16163,0,3000,31972.24
Porsche,911,2021,Electric,Manual,14869,3,2000,84823.26
BMW,3 Series,2008,Hybrid,Manual,32467,2,1500,15771.86
BMW,X5,2017,Hybrid,Automatic,2940,2,1000,29690.26
Porsche,Cayenne,2021,Electric,Automatic,1000,3,1000,74607.09
Bugatti,Chiron,2017,Diesel,Manual,24304,2,1000,1714248.74
Porsche,Cayenne,2006,Hybrid,Automatic,30868,2,2000,33091.41
Tesla,Model Y,2012,Petrol,Automatic,4504,0,1000,37769.25
Bugatti,Chiron,2015,Petrol,Manual,43061,3,1000,1760271.56
Audi,A6,2018,Electric,Manual,55832,2,2000,24004.18
Bugatti,Chiron,2016,Hybrid,Automatic,8060,2,4000,1746406.16
Bugatti,Chiron,2018,Petrol,Automatic,10686,0,2000,2036258.28
Tesla,Model Y,2007,Hybrid,Automatic,51666,0,4000,29898.81
Porsche,911,2015,Petrol,Manual,17826,0,1000,66603.64
Tesla,Model Y,2011,Petrol,Automatic,45012,0,1000,33838.36
Porsche,911,2006,Diesel,Automatic,41014,1,3000,36932.17
Mercedes,C Class,2022,Diesel,Manual,1435,2,2000,36784.95
Tesla,Model 3,2016,Petrol,Manual,10353,2,2000,39344.28
Mercedes,C Class,2016,Hybrid,Manual,12339,3,1500,23849.58
Porsche,Panamera,2009,Diesel,Manual,7838,1,1000,39124.93
Mercedes,E Class,2009,Diesel,Automatic,2248,2,1000,17899.11
Tesla,Model 3,2015,Electric,Manual,31748,3,1500,39045.42
Mercedes,E Class,2018,Hybrid,Automatic,37667,3,1000,25500.05
BMW,3 Series,2007,Diesel,Manual,95916,3,4000,9119.35
Porsche,Cayenne,2020,Diesel,Manual,34430,0,2000,72544.1
Audi,A4,2014,Petrol,Automatic,9087,2,2000,22630.88
Bugatti,Chiron,2021,Diesel,Automatic,6336,1,1500,2351136.54
Tesla,Model Y,2020,Diesel,Manual,31721,0,1500,57380.82
Porsche,Panamera,2016,Electric,Manual,5952,0,1500,57604.54
Bugatti,Chiron,2011,Diesel,Manual,5683,0,3000,1205936.49
BMW,5 Series,2019,Petrol,Manual,24470,1,2000,34723.39
Tesla,Model 3,2010,Diesel,Manual,42384,1,1000,30384.55
Tesla,Model X,2016,Hybrid,Manual,81670,0,2000,43696.65
Audi,A6,2020,Petrol,Automatic,1026,3,4000,30713.48
Tesla,Model X,2008,Diesel,Automatic,9376,1,4000,28311.88
Mercedes,E Class,2017,Hybrid,Manual,34569,2,4000,27150.62
Bugatti,Chiron,2019,Diesel,Manual,41187,2,1500,1915053.73
Tesla,Model 3,2013,Hybrid,Automatic,30682,3,1000,38814.39
Tesla,Model Y,2005,Diesel,Manual,9107,2,2000,24381.99
BMW,X5,2014,Electric,Automatic,14327,1,3000,25688.65
Mercedes,C Class,2011,Electric,Automatic,10995,3,3000,13461.17
Tesla,Model Y,2006,Petrol,Automatic,29940,1,3000,22251.46
Porsche,Cayenne,2007,Diesel,Automatic,9710,1,1500,31353.59
BMW,3 Series,2006,Diesel,Automatic,43321,0,2000,20331.81
Audi,A6,2016,Hybrid,Manual,12039,2,1000,26503.96
BMW,3 Series,2007,Electric,Automatic,7797,1,1500,12475.22
BMW,5 Series,2008,Diesel,Manual,21362,1,3000,17946.54
Mercedes,C Class,2006,Petrol,Manual,2345,0,3000,20730.14
Bugatti,Chiron,2009,Hybrid,Manual,9479,3,4000,1031193.07
Bugatti,Chiron,2009,Petrol,Automatic,149083,3,2000,1263210.7
Tesla,Model Y,2022,Diesel,Manual,70427,2,4000,64547.49
